,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
MK0 0 nuclear,-8.31,-5.984,-7.305,-8.387,-5.793,-6.72,-8.099,-7.199,-9.234,-9.97,-8.337,-67.444,-40.775,-57.151,-26.25,-156.407,-396.861,-127.19,-95.622,-16.131,-363.813,-54.251,-47.846,-32.503,-87.078,-47.667,-41.809,-303.601,-94.73,-14.211,-41.639,-48.986,-24.176
NL0 0 nuclear,-7.722,-3.78,-5.645,-3.875,-2.066,-4.515,-4.786,-5.238,-4.692,-6.023,-6.296,-124.731,-28.1,-114.553,-16.199,-198.986,-194.504,-233.384,-138.562,-25.376,-229.705,-98.291,-29.539,-16.357,-153.551,-31.698,-24.363,-213.955,-127.83,-22.853,-28.31,-29.249,-26.561
NO3 0 nuclear,-3.129,-1.994,-2.091,-2.002,-1.413,-2.037,-2.152,-2.363,-2.722,-2.741,-2.988,-60.715,-16.355,-39.622,-13.054,-95.138,-131.926,-100.686,-71.541,-13.677,-145.336,-39.242,-19.736,-12.194,-80.679,-18.912,-17.476,-146.273,-58.008,-10.479,-15.952,-21.377,-12.721
PL0 0 nuclear,-6.346,-3.941,-3.996,-3.518,-2.315,-3.851,-4.747,-5.521,-5.458,-4.753,-6.09,-203.351,-74.661,-216.06,-57.364,-297.552,-486.68,-357.739,-214.256,-40.444,-727.996,-179.808,-56.837,-47.802,-250.224,-87.31,-54.083,-736.051,-183.362,-35.044,-68.094,-58.596,-38.882
PT0 0 nuclear,-7.854,-6.429,-4.753,-5.631,-2.638,-6.255,-8.04,-6.102,-8.654,-7.142,-10.057,-151.453,-26.164,-100.549,-18.212,-233.099,-262.788,-252.498,-178.249,-32.889,-197.011,-99.172,-30.808,-19.078,-206.761,-30.852,-26.514,-181.043,-148.565,-27.056,-26.411,-31.733,-30.941
RO0 0 nuclear,-7.041,-4.312,-6.139,-4.5,-2.647,-4.72,-4.996,-5.664,-6.026,-6.817,-8.189,-204.339,-47.243,-186.942,-38.383,-305.767,-401.379,-347.134,-231.722,-42.976,-449.745,-161.184,-54.924,-35.105,-266.057,-55.415,-49.723,-447.719,-188.923,-35.772,-47.056,-59.013,-40.764
RS0 0 nuclear,-8.969,-6.915,-7.449,-7.114,-4.167,-6.349,-7.425,-6.811,-8.154,-8.942,-8.94,-240.67,-54.207,-180.669,-41.7,-390.96,-602.5,-393.94,-309.403,-55.162,-474.967,-163.068,-67.967,-42.918,-331.25,-63.242,-59.113,-409.501,-248.252,-45.706,-60.464,-70.961,-52.94
SE3 0 nuclear,-3.227,-2.323,-2.515,-2.397,-1.62,-2.244,-2.876,-2.778,-3.008,-3.234,-3.002,-94.273,-21.761,-65.56,-16.537,-141.661,-188.584,-148.213,-102.427,-19.117,-196.623,-61.886,-23.606,-16.509,-113.567,-25.248,-21.452,-199.672,-88.959,-15.922,-21.877,-25.294,-18.988
SI0 0 nuclear,-16.413,-11.882,-13.664,-13.788,-8.918,-13.244,-14.841,-14.496,-14.853,-15.844,-16.834,-9832.945,-307.819,-10502.168,-241.3,-21230.92,-2512.053,-23057.928,-8097.469,-880.64,-2816.049,-9590.804,-398.755,-226.664,-5074.06,-426.365,-382.194,-2325.78,-17316.309,-1153.037,-336.973,-431.438,-3419.54
SK0 0 nuclear,-12.763,-9.221,-9.642,-10.171,-5.938,-9.234,-11.873,-10.093,-12.219,-12.814,-12.522,-405.566,-3008868.949,-413.025,-2646604.783,-710.986,-2107974.578,-866.578,-752.105,-134.859,-3047324.058,-447.977,-1427060.457,-2148162.995,-863.896,-2922078.851,-1736024.491,-3083808.838,-407.407,-107.946,-3084766.453,-1246974.632,-106.456
