,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
cap_gas_OCGT [GW],61.684,63.439,63.418,60.092,62.43,63.101,62.005,63.366,63.385,63.44,63.331,60.298,61.307,59.878,63.384,63.437,63.44,62.751,60.69,62.228,42.732,35.762,43.194,42.256,42.773,43.733,42.432,42.547,40.084,42.252,60.981,43.041,42.658,42.667,40.579,42.739,42.504,37.277,41.457,34.833,43.726,42.295,41.446,42.581,43.356,42.767,42.73,42.049,42.301,39.349,43.746,42.422,42.209,42.947,43.714,40.398,43.755,42.874,43.656,38.786,38.902,43.73,43.722
cap_gas_CCGT [GW],45.02,45.124,45.115,44.929,44.98,44.945,44.998,45.08,45.093,45.123,45.043,44.951,44.986,44.928,45.112,45.123,45.123,44.97,44.943,44.976,5.581,0.29,0.289,5.649,5.58,0.289,0.277,5.589,5.685,5.631,44.956,0.289,0.291,5.575,5.701,5.575,5.598,0.284,0.282,0.277,0.289,5.638,5.675,5.59,0.286,5.574,5.569,5.654,5.62,5.688,0.29,5.612,5.651,0.278,0.291,0.277,0.295,0.277,0.292,0.277,5.701,0.287,0.294
cap_coal [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001
cap_nuclear [GW],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,7.13,7.161,0.011,0.014,7.163,7.151,0.007,0.009,0.001,0.0,7.161,7.157,0.012,0.011,0.012,0.011,7.151,7.168,7.111,7.164,0.013,0.013,0.015,7.159,0.01,0.006,0.013,0.002,0.012,7.163,0.017,0.013,7.16,7.162,7.172,7.165,7.159,7.164,7.16,0.01,7.163,7.165
sector,,,,,,,,,,,,,,,,,,,,,T-H,T-H-I-B,T-H-I-B,T-H,T-H,T-H-I-B,T-H-I-B,T-H,T-H,T-H,,T-H-I-B,T-H-I-B,T-H,T-H,T-H,T-H,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H,T-H,T-H,T-H-I-B,T-H,T-H,T-H,T-H,T-H,T-H-I-B,T-H,T-H,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H-I-B,T-H,T-H-I-B,T-H-I-B
AL0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.006,0.004,0.004,0.003,0.004,0.005,0.004,0.057,0.107,0.051,0.047,0.049,0.041,0.008,0.025,0.045,0.004,0.004,0.07,0.07,0.043,0.059,0.049,0.049,0.064,0.023,0.011,0.041,0.051,0.064,0.056,0.044,0.043,0.035,0.054,0.006,0.061,0.057,0.063,0.057,0.015,0.061,0.009,0.075,0.011,0.069,0.01,0.045,0.041,0.074
AT0 0 X Store,0.007,0.004,0.006,0.011,0.008,0.006,0.01,0.008,0.005,0.004,0.009,0.013,0.009,0.014,0.007,0.005,0.003,0.007,0.011,0.008,0.056,0.186,0.063,0.059,0.049,0.042,0.011,0.026,0.065,0.005,0.01,0.086,0.097,0.042,0.084,0.048,0.051,0.105,0.038,0.02,0.042,0.06,0.088,0.056,0.051,0.043,0.034,0.074,0.007,0.088,0.057,0.068,0.072,0.018,0.066,0.013,0.074,0.015,0.077,0.016,0.067,0.041,0.078
BA0 0 X Store,0.003,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.056,0.1,0.049,0.044,0.049,0.04,0.007,0.023,0.04,0.004,0.004,0.068,0.066,0.041,0.054,0.048,0.046,0.06,0.022,0.011,0.04,0.047,0.058,0.053,0.042,0.042,0.033,0.049,0.006,0.055,0.057,0.058,0.052,0.014,0.06,0.008,0.074,0.011,0.067,0.01,0.04,0.04,0.072
BE0 0 X Store,0.009,0.004,0.007,0.017,0.011,0.009,0.014,0.01,0.006,0.004,0.012,0.018,0.013,0.02,0.008,0.005,0.003,0.01,0.016,0.011,0.058,0.385,0.079,0.078,0.049,0.046,0.017,0.031,0.092,0.007,0.014,0.11,0.144,0.047,0.12,0.051,0.064,0.203,0.064,0.042,0.044,0.078,0.121,0.065,0.062,0.044,0.036,0.099,0.009,0.127,0.058,0.087,0.096,0.024,0.074,0.024,0.075,0.021,0.09,0.031,0.099,0.042,0.084
BG0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.006,0.004,0.004,0.003,0.004,0.005,0.004,0.057,0.106,0.052,0.047,0.049,0.041,0.008,0.025,0.044,0.004,0.004,0.07,0.07,0.043,0.058,0.049,0.049,0.064,0.023,0.011,0.041,0.051,0.064,0.056,0.045,0.043,0.034,0.054,0.006,0.06,0.058,0.062,0.056,0.015,0.062,0.008,0.075,0.011,0.07,0.01,0.044,0.041,0.074
CH0 0 X Store,0.008,0.004,0.006,0.014,0.009,0.007,0.012,0.008,0.005,0.004,0.009,0.016,0.011,0.017,0.007,0.005,0.003,0.008,0.013,0.009,0.057,0.135,0.057,0.059,0.049,0.042,0.009,0.026,0.06,0.005,0.012,0.077,0.082,0.043,0.078,0.049,0.053,0.078,0.029,0.014,0.041,0.061,0.083,0.058,0.047,0.043,0.034,0.071,0.007,0.082,0.057,0.07,0.072,0.016,0.064,0.01,0.074,0.013,0.074,0.012,0.062,0.041,0.076
CZ0 0 X Store,0.004,0.004,0.004,0.006,0.005,0.004,0.006,0.005,0.003,0.004,0.006,0.007,0.005,0.007,0.005,0.004,0.003,0.005,0.006,0.005,0.055,0.153,0.055,0.049,0.048,0.04,0.009,0.024,0.052,0.004,0.005,0.075,0.08,0.04,0.068,0.047,0.047,0.088,0.031,0.016,0.04,0.051,0.072,0.053,0.046,0.042,0.033,0.059,0.006,0.071,0.057,0.06,0.059,0.016,0.062,0.011,0.074,0.013,0.071,0.014,0.052,0.04,0.074
DE0 0 X Store,0.012,0.005,0.007,0.024,0.014,0.01,0.018,0.011,0.007,0.004,0.013,0.026,0.017,0.029,0.009,0.006,0.003,0.012,0.022,0.014,0.056,0.284,0.077,0.059,0.049,0.045,0.015,0.026,0.062,0.005,0.019,0.104,0.124,0.042,0.08,0.048,0.052,0.157,0.052,0.031,0.043,0.062,0.085,0.056,0.062,0.043,0.034,0.073,0.007,0.086,0.058,0.069,0.072,0.023,0.073,0.019,0.075,0.019,0.087,0.024,0.064,0.042,0.083
DK0 0 X Store,0.052,0.005,0.01,21.518,0.038,0.022,0.062,0.019,0.011,0.005,0.026,14.733,0.149,24.381,0.013,0.007,0.003,0.031,7.145,0.048,0.062,0.205,0.08,0.141,0.05,0.046,0.013,0.047,0.216,0.012,2.026,0.104,0.116,0.064,0.275,0.057,0.101,0.117,0.047,0.021,0.044,0.134,0.255,0.095,0.065,0.045,0.045,0.198,0.016,0.304,0.059,0.14,0.179,0.022,0.077,0.016,0.075,0.018,0.093,0.019,0.251,0.043,0.087
DK3 0 X Store,0.005,0.004,0.005,0.009,0.006,0.005,0.007,0.006,0.004,0.004,0.007,0.009,0.007,0.01,0.006,0.004,0.003,0.006,0.008,0.006,0.1,0.69,0.111,13.408,0.051,0.055,0.025,5.27,17.275,14.156,0.007,0.149,0.208,0.84,16.898,0.152,6.703,0.373,0.099,0.083,0.05,11.21,16.654,2.907,0.085,0.05,0.23,15.529,11.116,16.961,0.059,7.548,13.902,0.032,0.096,0.038,0.076,0.029,0.117,0.054,18.153,0.043,0.1
EE6 0 X Store,0.005,0.004,0.005,0.009,0.007,0.005,0.008,0.006,0.004,0.004,0.007,0.009,0.007,0.01,0.006,0.004,0.003,0.006,0.008,0.006,0.064,0.478,0.094,0.14,0.05,0.052,0.02,0.063,0.205,0.014,0.007,0.129,0.166,0.097,0.281,0.071,0.127,0.268,0.078,0.058,0.048,0.131,0.251,0.134,0.076,0.045,0.068,0.186,0.016,0.26,0.059,0.167,0.172,0.028,0.087,0.029,0.076,0.024,0.104,0.04,0.189,0.044,0.095
ES0 0 X Store,0.008,0.005,0.007,0.013,0.01,0.008,0.012,0.009,0.006,0.004,0.011,0.014,0.011,0.015,0.008,0.006,0.003,0.009,0.012,0.01,0.062,0.353,0.099,0.079,0.049,0.054,0.019,0.034,0.098,0.007,0.011,0.129,0.156,0.052,0.122,0.054,0.068,0.192,0.07,0.038,0.051,0.082,0.124,0.072,0.078,0.045,0.04,0.103,0.01,0.133,0.06,0.091,0.099,0.027,0.088,0.024,0.076,0.024,0.107,0.03,0.103,0.045,0.102
ES2 0 X Store,1.145,0.006,0.013,1.68,1.014,0.639,1.105,0.056,0.02,0.005,0.178,1.571,1.365,1.722,0.018,0.009,0.003,0.808,1.398,1.098,0.062,0.741,0.105,0.094,0.049,0.051,0.023,0.036,0.141,0.009,1.3,0.143,0.189,0.055,0.181,0.055,0.073,0.373,0.092,0.096,0.045,0.089,0.164,0.076,0.083,0.045,0.042,0.128,0.011,0.207,0.058,0.099,0.118,0.03,0.091,0.036,0.075,0.028,0.116,0.052,0.16,0.042,0.095
FI3 0 X Store,0.003,0.003,0.004,0.005,0.005,0.003,0.005,0.004,0.003,0.004,0.005,0.006,0.004,0.006,0.004,0.004,0.003,0.004,0.005,0.004,0.062,19.671,0.206,0.114,0.049,0.074,0.088,0.058,0.12,0.011,0.005,0.296,0.55,0.09,0.174,0.069,0.11,16.952,0.607,23.775,0.058,0.111,0.168,0.121,0.163,0.044,0.065,0.133,0.014,0.159,0.059,0.144,0.136,0.072,0.146,0.993,0.075,0.073,0.184,6.394,0.114,0.045,0.137
FR0 0 X Store,0.009,0.005,0.007,0.017,0.011,0.009,0.014,0.01,0.006,0.004,0.012,0.019,0.013,0.02,0.008,0.005,0.003,0.01,0.016,0.011,0.059,0.21,0.072,0.076,0.049,0.045,0.012,0.031,0.087,0.007,0.014,0.096,0.107,0.048,0.112,0.052,0.062,0.118,0.042,0.022,0.043,0.076,0.115,0.066,0.059,0.044,0.037,0.097,0.009,0.121,0.058,0.084,0.093,0.021,0.072,0.015,0.075,0.017,0.086,0.019,0.092,0.042,0.083
GB4 0 X Store,11.483,0.019,1.823,15.722,10.781,9.045,11.392,7.431,5.567,0.008,8.644,15.143,12.384,16.17,3.915,0.156,0.004,9.769,13.901,11.529,0.085,20.974,1.749,7.078,0.051,0.121,6.446,0.244,16.109,6.708,13.243,2.12,4.138,0.159,14.996,0.096,1.154,20.2,16.162,22.755,0.088,5.399,13.25,0.308,0.98,0.05,0.089,11.991,4.761,16.14,0.061,2.556,7.966,1.04,0.378,16.589,0.076,1.663,0.611,17.24,21.646,0.054,0.244
GB5 0 X Store,230.224,0.008,0.018,415.516,125.412,50.224,190.572,0.125,0.035,0.005,5.474,399.068,282.689,441.064,0.028,0.011,0.003,84.107,363.273,155.709,0.07,292.563,0.453,0.632,0.05,0.081,12.198,0.081,251.536,0.046,328.279,0.786,6.025,0.093,181.872,0.069,0.196,235.09,55.219,390.312,0.063,0.376,79.932,0.149,0.302,0.047,0.061,4.928,0.038,371.955,0.06,0.31,1.026,0.572,0.206,112.517,0.076,0.947,0.321,178.64,448.375,0.047,0.17
GR0 0 X Store,0.004,0.004,0.005,0.007,0.006,0.004,0.007,0.006,0.004,0.004,0.006,0.008,0.006,0.008,0.006,0.005,0.003,0.005,0.007,0.005,0.059,0.11,0.053,0.053,0.049,0.041,0.008,0.027,0.05,0.005,0.006,0.072,0.071,0.045,0.067,0.051,0.053,0.066,0.024,0.012,0.041,0.056,0.072,0.06,0.046,0.044,0.036,0.061,0.007,0.069,0.058,0.068,0.063,0.015,0.063,0.009,0.075,0.012,0.071,0.011,0.051,0.041,0.075
HR0 0 X Store,0.003,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.055,0.099,0.049,0.043,0.049,0.04,0.007,0.023,0.04,0.004,0.004,0.067,0.065,0.04,0.053,0.047,0.046,0.059,0.021,0.011,0.04,0.047,0.058,0.052,0.042,0.042,0.033,0.049,0.006,0.054,0.057,0.058,0.052,0.014,0.059,0.008,0.074,0.011,0.067,0.01,0.039,0.04,0.071
HU0 0 X Store,0.003,0.003,0.004,0.005,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.055,0.099,0.049,0.043,0.048,0.039,0.007,0.023,0.04,0.004,0.004,0.067,0.065,0.04,0.053,0.047,0.046,0.059,0.021,0.011,0.039,0.046,0.057,0.052,0.043,0.042,0.033,0.048,0.006,0.054,0.057,0.058,0.051,0.014,0.06,0.008,0.074,0.011,0.067,0.01,0.039,0.04,0.071
IE4 0 X Store,0.034,0.008,0.014,0.054,0.042,0.032,0.052,0.036,0.02,0.005,0.041,0.062,0.049,0.075,0.02,0.011,0.003,0.049,0.051,0.046,0.085,92.568,17.433,8.497,0.05,0.143,36.202,0.21,17.589,7.072,0.054,24.596,32.938,0.143,16.152,0.096,0.851,86.651,39.569,94.925,0.095,6.256,15.884,0.273,11.168,0.05,0.085,13.993,2.696,18.431,0.062,2.432,9.911,30.757,0.569,52.427,0.076,32.35,1.695,64.091,19.731,0.056,0.31
IT0 0 X Store,0.005,0.004,0.005,0.008,0.006,0.005,0.007,0.006,0.004,0.004,0.007,0.009,0.007,0.01,0.005,0.004,0.003,0.006,0.008,0.006,0.059,0.12,0.056,0.052,0.049,0.042,0.008,0.027,0.053,0.005,0.007,0.075,0.076,0.045,0.069,0.051,0.052,0.071,0.026,0.013,0.042,0.056,0.073,0.059,0.048,0.044,0.036,0.062,0.007,0.075,0.058,0.067,0.063,0.016,0.065,0.009,0.075,0.012,0.073,0.011,0.058,0.041,0.077
IT1 0 X Store,0.01,0.004,0.006,0.025,0.011,0.008,0.014,0.009,0.005,0.004,0.01,0.024,0.015,0.031,0.007,0.005,0.003,0.01,0.02,0.011,0.06,0.119,0.056,0.055,0.05,0.043,0.009,0.028,0.054,0.005,0.017,0.075,0.078,0.047,0.072,0.052,0.055,0.071,0.027,0.013,0.042,0.059,0.077,0.062,0.047,0.044,0.037,0.065,0.007,0.074,0.058,0.071,0.066,0.016,0.065,0.01,0.075,0.012,0.074,0.011,0.055,0.042,0.077
LT6 0 X Store,0.004,0.004,0.005,0.007,0.006,0.004,0.007,0.006,0.004,0.004,0.006,0.008,0.006,0.009,0.005,0.004,0.003,0.005,0.007,0.006,0.06,0.292,0.075,0.088,0.049,0.046,0.015,0.042,0.104,0.008,0.006,0.102,0.122,0.069,0.142,0.058,0.081,0.17,0.052,0.035,0.044,0.087,0.138,0.091,0.062,0.044,0.052,0.109,0.011,0.138,0.058,0.108,0.107,0.022,0.075,0.02,0.075,0.019,0.088,0.026,0.102,0.042,0.085
LU0 0 X Store,17.177,0.01,0.156,26.086,13.61,11.148,14.972,6.588,2.985,0.006,9.45,25.877,19.677,27.08,1.137,0.022,0.003,12.633,25.008,14.452,0.057,0.384,0.081,0.069,0.049,0.046,0.017,0.028,0.078,0.006,22.229,0.111,0.138,0.044,0.102,0.049,0.059,0.202,0.063,0.044,0.043,0.07,0.103,0.06,0.064,0.043,0.035,0.087,0.008,0.107,0.058,0.079,0.085,0.023,0.075,0.023,0.074,0.021,0.091,0.031,0.08,0.042,0.084
LV6 0 X Store,0.005,0.004,0.005,0.008,0.006,0.004,0.007,0.006,0.004,0.004,0.006,0.008,0.006,0.009,0.005,0.004,0.003,0.005,0.007,0.006,0.06,0.373,0.084,0.089,0.049,0.048,0.017,0.042,0.105,0.008,0.007,0.114,0.142,0.069,0.143,0.058,0.082,0.216,0.063,0.047,0.046,0.087,0.139,0.091,0.069,0.044,0.053,0.11,0.011,0.139,0.058,0.108,0.107,0.025,0.08,0.024,0.075,0.021,0.094,0.033,0.103,0.043,0.089
ME0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.056,0.101,0.05,0.045,0.049,0.041,0.007,0.024,0.042,0.004,0.004,0.068,0.067,0.041,0.056,0.048,0.047,0.06,0.022,0.011,0.04,0.048,0.06,0.054,0.043,0.043,0.033,0.051,0.006,0.057,0.057,0.06,0.054,0.014,0.061,0.008,0.074,0.011,0.068,0.01,0.041,0.041,0.072
MK0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.057,0.106,0.051,0.048,0.049,0.041,0.008,0.025,0.045,0.004,0.004,0.07,0.07,0.043,0.06,0.049,0.05,0.063,0.023,0.011,0.041,0.051,0.065,0.056,0.044,0.043,0.035,0.055,0.006,0.062,0.057,0.063,0.057,0.015,0.061,0.008,0.075,0.011,0.069,0.01,0.045,0.041,0.073
NL0 0 X Store,0.015,0.005,0.008,0.035,0.017,0.012,0.022,0.013,0.008,0.004,0.016,0.035,0.022,0.042,0.01,0.006,0.003,0.015,0.03,0.017,0.062,89.491,0.154,0.141,0.05,0.057,0.048,0.044,0.233,0.012,0.025,0.214,0.357,0.06,0.29,0.056,0.096,26.879,0.267,130.786,0.05,0.129,0.265,0.089,0.114,0.045,0.043,0.203,0.015,0.331,0.06,0.135,0.178,0.05,0.11,0.161,0.076,0.047,0.146,0.743,0.272,0.044,0.112
NO3 0 X Store,0.003,0.003,0.004,0.004,0.003,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.003,0.005,0.004,0.003,0.003,0.003,0.004,0.003,0.055,0.091,0.046,0.042,0.048,0.038,0.007,0.023,0.038,0.004,0.004,0.064,0.061,0.039,0.051,0.046,0.045,0.055,0.02,0.01,0.038,0.045,0.055,0.051,0.041,0.042,0.032,0.047,0.005,0.051,0.056,0.056,0.05,0.014,0.058,0.007,0.074,0.01,0.064,0.009,0.037,0.04,0.069
PL0 0 X Store,0.007,0.004,0.006,0.011,0.008,0.006,0.01,0.008,0.005,0.004,0.009,0.012,0.009,0.013,0.007,0.005,0.003,0.007,0.01,0.008,0.063,0.866,0.107,0.113,0.049,0.051,0.025,0.054,0.144,0.011,0.01,0.147,0.2,0.086,0.193,0.068,0.106,0.413,0.097,0.123,0.047,0.109,0.183,0.116,0.084,0.045,0.062,0.143,0.014,0.194,0.059,0.137,0.135,0.033,0.089,0.039,0.075,0.029,0.113,0.056,0.146,0.043,0.096
PT0 0 X Store,0.008,0.004,0.006,0.012,0.01,0.007,0.012,0.009,0.006,0.004,0.01,0.013,0.01,0.014,0.007,0.005,0.003,0.009,0.011,0.01,0.06,0.301,0.09,0.07,0.049,0.05,0.017,0.03,0.083,0.006,0.011,0.117,0.142,0.048,0.104,0.053,0.06,0.167,0.061,0.032,0.048,0.072,0.107,0.065,0.07,0.044,0.038,0.09,0.008,0.113,0.059,0.081,0.087,0.024,0.082,0.021,0.075,0.022,0.099,0.026,0.087,0.043,0.094
RO0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.006,0.004,0.004,0.003,0.004,0.005,0.004,0.057,0.102,0.05,0.045,0.049,0.04,0.008,0.024,0.042,0.004,0.004,0.069,0.067,0.042,0.056,0.048,0.048,0.061,0.022,0.011,0.04,0.049,0.061,0.054,0.044,0.043,0.034,0.051,0.006,0.057,0.057,0.06,0.054,0.015,0.061,0.008,0.075,0.011,0.068,0.01,0.042,0.041,0.073
RS0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.004,0.056,0.103,0.05,0.045,0.049,0.04,0.008,0.024,0.043,0.004,0.004,0.069,0.067,0.041,0.056,0.048,0.048,0.062,0.023,0.011,0.04,0.049,0.061,0.054,0.044,0.043,0.034,0.052,0.006,0.058,0.057,0.06,0.054,0.015,0.061,0.008,0.074,0.011,0.068,0.01,0.043,0.041,0.073
SE3 0 X Store,0.003,0.003,0.004,0.005,0.004,0.003,0.004,0.004,0.003,0.004,0.004,0.005,0.004,0.005,0.004,0.004,0.003,0.003,0.004,0.004,0.061,0.183,0.068,0.088,0.049,0.045,0.012,0.047,0.092,0.008,0.004,0.09,0.105,0.081,0.13,0.066,0.09,0.109,0.04,0.02,0.043,0.087,0.129,0.107,0.055,0.044,0.06,0.105,0.011,0.121,0.058,0.117,0.105,0.019,0.07,0.014,0.075,0.016,0.08,0.018,0.088,0.042,0.081
SI0 0 X Store,0.003,0.004,0.004,0.005,0.004,0.003,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.006,0.004,0.004,0.003,0.004,0.005,0.004,0.056,0.099,0.049,0.044,0.049,0.04,0.007,0.024,0.041,0.004,0.004,0.067,0.066,0.041,0.055,0.048,0.047,0.06,0.021,0.011,0.04,0.048,0.059,0.053,0.042,0.042,0.033,0.05,0.006,0.055,0.057,0.059,0.053,0.014,0.06,0.008,0.074,0.011,0.067,0.01,0.04,0.04,0.071
SK0 0 X Store,0.004,0.004,0.004,0.006,0.005,0.004,0.005,0.004,0.003,0.004,0.005,0.006,0.005,0.007,0.004,0.004,0.003,0.004,0.005,0.004,0.055,0.143,0.054,0.044,0.048,0.041,0.009,0.023,0.043,0.004,0.005,0.074,0.077,0.04,0.056,0.047,0.046,0.083,0.029,0.015,0.04,0.048,0.06,0.053,0.045,0.042,0.033,0.051,0.006,0.058,0.057,0.059,0.053,0.016,0.062,0.01,0.074,0.012,0.071,0.013,0.043,0.04,0.074
AL0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.002,0.002,0.0,0.002,0.0,0.001,0.0,0.002,0.0,0.001,0.001,0.002
AT0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0.0,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001
BA0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001
BE0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.002,0.001,0.001,0.001,0.0,0.001,0.002,0.0,0.0,0.002,0.003,0.001,0.002,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.0,0.003,0.001,0.001,0.002,0.0,0.002,0.0,0.001,0.0,0.002,0.001,0.002,0.001,0.002
BG0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.002,0.003,0.001,0.002,0.001,0.001,0.002,0.001,0.0,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.002,0.002,0.0,0.002,0.0,0.001,0.0,0.002,0.0,0.002,0.001,0.002
CH0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001
CZ0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001
DE0 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.002,0.002,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.001
DK0 0 X Discharge,0.001,0.0,0.0,0.46,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.311,0.003,0.526,0.0,0.0,0.0,0.001,0.149,0.001,0.002,0.004,0.001,0.002,0.001,0.001,0.0,0.001,0.004,0.0,0.042,0.002,0.002,0.001,0.005,0.001,0.002,0.002,0.001,0.0,0.001,0.002,0.005,0.002,0.001,0.001,0.001,0.003,0.0,0.006,0.001,0.002,0.003,0.0,0.001,0.0,0.001,0.0,0.002,0.0,0.005,0.001,0.002
DK3 0 X Discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.027,0.006,4.124,0.005,0.003,0.001,1.624,5.212,4.348,0.0,0.008,0.011,0.255,5.092,0.049,1.986,0.016,0.005,0.003,0.003,3.419,4.991,0.894,0.004,0.014,0.074,4.712,3.364,4.596,0.002,2.262,4.299,0.002,0.005,0.002,0.002,0.001,0.006,0.002,4.724,0.002,0.005
